,id,review,rating,fresh,critic,top_critic,publisher,date
42467,1598,"A big nothing, not even hokey enough to watch for the sake of laughing at it.",1.5/5,rotten,Katey Rich,0,CinemaBlend,"October 16, 2008"
42469,1598,"Unable to really turn chilly menace into tough, action-packed fun.",3/5,rotten,Matt Pais,0,Metromix.com,"October 16, 2008"
42470,1598,"As good as a couple of its action beats are, Max still suffers from the heartlessness that makes games emotionally inferior to movies. Nobody ever shed a tear over a video-game character's death.",2/5,rotten,Roger Moore,1,Orlando Sentinel,"October 16, 2008"
42471,1598,"The story, involving conspiracies, doesn't always make sense. And the surprises are easy to predict; director John Moore doesn't try to hide them.",2.5/5,rotten,Bill Goodykoontz,1,Arizona Republic,"October 16, 2008"
42484,1601,"The level of detail is awe-inspiring, and originality and charm oozes from every pixel.",4/5,fresh,Matt Knowler,0,CineVue,"November 7, 2018"
42490,1601,"Meditations on identity make Rango unique, and somewhat special, in the current animated film landscape.",2.5/5,fresh,Ben Kendrick,0,ScreenRant,"October 4, 2012"
42496,1601,An animated walk on the dry side,4.5/5,fresh,,0,JWR,"December 24, 2011"
42502,1601,It's one of those movies that will reveal more and more to youngsters as they rewatch it in years to come... and that's the best kind of film.,4/5,fresh,Matt Neal,0,The Standard,"July 7, 2011"
42506,1601,This chameleon stands out.,3/5,fresh,Grae Drake,0,Movies.com,"June 3, 2011"
42507,1601,Rango is as gloriously cinematic as it is witty and ironic.,4/5,fresh,Dan Gear,0,Moviedex,"May 5, 2011"
42513,1601,"A smart, satirical, and expertly animated adventure aimed at adults and children alike.",4/5,fresh,Mark Sells,0,The Reel Deal,"April 23, 2011"
42514,1601,...reminds one of how special animation can be.,4.5/5,fresh,Bill Gibron,0,PopMatters,"April 16, 2011"
42515,1601,"Brilliantly bonkers, this animated Western weirdo should scare little kids while dazzling adults with its inspired approach to demented homage.",4/5,fresh,Zach Gibson,0,Empire Magazine Australasia,"April 13, 2011"
42516,1601,Inventive visuals and lively voice cast lift this finely animated film above the fray. So it's a shame that the story feels both random and predictable.,3/5,fresh,Rich Cline,0,Shadows on the Wall,"April 8, 2011"
42517,1601,"Any serious, dark-minded child who's up on High Noon, The Good, the Bad and the Ugly, Chinatown, Fear and Loathing in Las Vegas and the writings of Carlos Castaneda will really find their precociousness rewarded.",4/5,fresh,Dave White,0,Movies.com,"April 4, 2011"
42519,1601,"Going in, I was expecting much more standard children's fare, not an existential undertaking with shout-outs to everything from Chinatown to Don Quixote. ",3.5/5,fresh,Pete Vonder,0,Houston Press,"March 25, 2011"
42522,1601,"Rango is a precision-built, artistically rich and intelligently entertaining movie that deserves to become a hit and a classic.",4.5/5,fresh,Tim Martain,0,The Mercury,"March 20, 2011"
42524,1601,"Channeling spaghetti westerns, Cervantes, Castaneda, and a dash of CHINATOWN as refracted through the visual sensibilities of Dali, it is a fiendishly clever concretion of high- and low-brow in a story that is both vision quest and farce",5/5,fresh,Andrea Chase,0,Killer Movie Reviews,"March 19, 2011"
42534,1601,"If the art of the mashup is what passes for originality these days, then Rango is a creative tour de force. ",3/5,fresh,Cindy White,0,IGN Movies,"March 11, 2011"
42536,1601,full review at Movies for the Masses,3.5/5,fresh,Joseph Proimakis,0,Movies for the Masses,"March 11, 2011"
42537,1601,The stunning overall look -- which tips its ten-gallon hat at western classicists like John Ford and Sergio Leone while winking slyly at Salvador Dali -- qualifies as a work of art in its own right.,4/5,fresh,Leigh Paatsch,0,Herald Sun (Australia),"March 10, 2011"
42538,1601,The film unspools as an admittedly bizarre blending of an animated adventure film for kids and a meta-comedy about a character who must morph from being a fictitious hero to being a real one.,3.5/5,fresh,Jim Schembri,0,The Age (Australia),"March 10, 2011"
42540,1601,"Very funny, packed with solid action, animated with a remarkable degree of care and creativity, and delivered with a breathless sense of energy.",4/5,fresh,Scott Weinberg,0,ScreenAnarchy,"March 9, 2011"
42542,1601,"Even if the story about a dust bowl town's diminished water supply isn't quite thrilling enough, the film makes up for it with wacked-out dream sequences and a general oddball tone",4/5,fresh,Andrew Hedley,0,Flicks.co.nz,"March 9, 2011"
42543,1601,"In the end, Rango, despite its many pleasures, is a bit too smart for its own good.",3.5/5,fresh,David Stratton,0,At the Movies (Australia),"March 9, 2011"
42544,1601,"It's very, very interesting but it's sort of like you've got to have that magic combination: you've got to have looks and heart.",3.5/5,fresh,Margaret Pomeranz,0,At the Movies (Australia),"March 9, 2011"
42546,1601,Rango is an impressive and wonderfully strange film.,4/5,fresh,Thomas Caldwell,0,Cinema Autopsy,"March 9, 2011"
42547,1601,"There are some great sight gags and the script has some good lines, but there aren't enough of them - and the plot is rather slight and predictable.",3/5,fresh,Roz Laws,0,Birmingham Post,"March 9, 2011"
42549,1601,Fantastical tale of the reptile that conquered the Wild West.,4.5/5,fresh,Don Groves,0,sbs.com.au,"March 8, 2011"
42555,1601,I just don't know if we'll see a film as smart or fun or overwhelmingly rich as Rango for the rest of the year. ,4.5/5,fresh,Simon Miraudo,0,Quickflix,"March 7, 2011"
42564,1601,There's more visual wit in Gore Verbinski's Rango than the last two Pixar films combined.,4/5,fresh,Adam Nayman,0,eye WEEKLY,"March 5, 2011"
42565,1601,"There are a couple of frightening sequences with a rattlesnake and a hawk that may scare small children, but all ends well. Rango will rope you in.",4/5,fresh,Roger Tennis,0,Cinemaclips.com,"March 5, 2011"
42569,1601,It's almost like Sergio Leone was adapting a Kenneth Grahame story.,4.5/5,fresh,Widgett Walls,0,Needcoffee.com,"March 4, 2011"
42575,1601,"All in all, Rango is a freaky and fun ride, with some tasty philosophical asides and references for the grownups to chew on. ",4/5,fresh,Jim Slotek,0,Jam! Movies,"March 4, 2011"
42583,1601,Guns and deep thoughts make this best for older kids.,4/5,fresh,Sandie Angulo,0,Common Sense Media,"March 4, 2011"
42585,1601,A defiantly weird and unexpectedly charming effort that could easily feel at home at both matinees and on the midnight movie circuit.,5/5,fresh,Peter Sobczynski,0,eFilmCritic.com,"March 4, 2011"
42586,1601,"A delightfully strange, if somewhat inconsistent, animated western.",3.5/5,fresh,Thomas Leupp,0,Hollywood.com,"March 4, 2011"
42594,1601,"Rango is clever and entertaining. Not for the very young perhaps, but ideal for teens and adults.",4/5,fresh,David Edwards,0,Daily Mirror (UK),"March 4, 2011"
42596,1601,"As animation, this is top class, and a mile away from the orthodox. Some of the detail is terrific, and the screenplay is sharply intelligent.",3/5,fresh,Derek Malcolm,0,London Evening Standard,"March 4, 2011"
42597,1601,"The strangeness is off the scale in a kooky concoction that might have been hatched at the bottom of a bong. Then again, what do you expect with Johnny involved?",3/5,fresh,Neil Smith,0,Total Film,"March 4, 2011"
42605,1601,From start to finish this is a wonderful and immensely creative animated film about a loser who arises to the challenges faced in a town without water. ,5/5,fresh,,0,Spirituality and Practice,"March 3, 2011"
42607,1601,"It is Depp, however, who really nails this thing by simply blending in with all the other voice talent and characters and not reverting to the oversized Captain Jack Sparrow swagger.",3.5/5,fresh,Marjorie Baumgarten,0,Austin Chronicle,"March 3, 2011"
42608,1601,"A possible cult hit, it's too self-indulgent to find a mass audience.",2/5,rotten,Christopher Tookey,0,Daily Mail (UK),"March 3, 2011"
42610,1601,"For a movie about finding one's identity, Rango spends an awful lot of time searching for one of its own.",2.5/5,rotten,David Medsker,0,Bullz-Eye.com,"March 3, 2011"
42612,1601,It is not self-conscious knowingness that drives Rango but rather a quirky and sincere enthusiasm for all the strange stuff that has piled up in the filmmakers' heads over the years.,4/5,fresh,,1,New York Times,"March 3, 2011"
42619,1601,"Sharp-edged, surreal, and often astonishing in its giddy creativity.",4/5,fresh,Elizabeth Weitzman,1,New York Daily News,"March 3, 2011"
42627,1601,Consistently plays like an adult movie in uncomfortably fitting family-friendly clothes.,2.5/5,rotten,Geoff Berkshire,0,Metromix.com,"March 3, 2011"
42628,1601,Rango is the revitalising injection of new blood that animated cinema didn't know it needed.,4/5,fresh,Adam Woodward,0,Little White Lies,"March 3, 2011"
42629,1601,absolutely wonderful,4.5/5,fresh,Jason McKiernan,0,Filmcritic.com,"March 3, 2011"
42635,1601,"It's all technically brilliant, but maybe lacking a little in charm and true wit.",3/5,fresh,David Aldridge,0,Radio Times,"March 3, 2011"
42638,1601,It coasts on strangeness only so long before the novelty wears off.,2.5/5,rotten,Josh Bell,0,Las Vegas Weekly,"March 2, 2011"
42639,1601,"It's a droll and invigorating alternative to the Disney and Dreamworks models. At the same time, you wish that Verbinski had a tighter grip on his storyline.",3/5,fresh,Sandra Hall,0,Sydney Morning Herald,"March 2, 2011"
42640,1601,"Rango turns out to be a master of adaptability and good will in the end, in fact, an educating and entertaining little ambassador for all with an addictive personality.",4/5,fresh,Lisa Giles-Keddie,0,Real.com,"March 2, 2011"
42641,1601,This digimated all-animal western borders on the inspired.,4/5,fresh,Nigel Andrews,0,Financial Times,"March 2, 2011"
42644,1601,"There are some wonderful things in 'Rango': the dialogue is witty, the animation is dizzying and the action is stunningly choreographed.",3/5,fresh,Tom Huddleston,1,Time Out,"March 2, 2011"
42645,1601,Not many animated escapades aim to please such a broad audience. Even the poo jokes are sophisticated.,4/5,fresh,Elliott Noble,0,Sky Cinema,"March 2, 2011"
42646,1601,Visually inventive and enjoyably quirky...,3/5,fresh,Matthew Turner,0,ViewLondon,"March 2, 2011"
42647,1601,It's refreshing to see an animated movie that doesn't look as though the idea for the Happy Meal came first.,4/5,fresh,Bill Goodykoontz,1,Arizona Republic,"March 2, 2011"
42653,1601,The most satisfying non-Pixar animated movie to emerge in some time.,4/5,fresh,Simon Reynolds,0,Digital Spy,"March 2, 2011"
42661,1601,"...a fleet, quirky, computer-animated feature that I found ingenious, charming and almost entirely engaging.",4/5,fresh,Glenn Kenny,1,MSN Movies,"March 1, 2011"
42663,1601,Western myths infuse with the story of a lizard facing an existential crisis. His name? Rango.,4/5,fresh,Matthew Pejkovic,0,Matt's Movie Reviews,"February 28, 2011"
42664,1601,"It's ultimately a pastiche-by-numbers and doesn't live up to its full potential, but as a visual treat and one of Depp's better vehicles of recent years, it delivers the basic goods.",3/5,fresh,Shaun Munro,0,What Culture,"February 28, 2011"
42665,1601,"Spoofs such kiddie favourites as Fear And Loathing In Las Vegas, the mystical writings of Carlos Castaneda, and Sergio Leone's Dollars trilogy.",3/5,fresh,Robbie Collin,0,News of the World,"February 27, 2011"
42680,1602,You'd have to be pretty full of seasonal humbug to resist this ...,3/5,fresh,Mark Kermode,0,Observer (UK),"December 8, 2013"
42682,1602,"Whitaker's performance is one of only a few positives, as a film that ends on such an illusory, elaborate and downright absurd finale.",2/5,rotten,Stefan Pape,0,HeyUGuys,"December 6, 2013"
42683,1602,"There's no doubting the sincerity and there's little point in offering up cynical resistance to an all-singing, all-dancing, all-emoting gospel finale.",3/5,fresh,Tim Evans,0,Sky Cinema,"December 5, 2013"
42684,1602,"It's a misguided enterprise all round, and while it's perfectly possible to applaud everything the film wants to say, you find yourself cringing at the ways it's saying it.",1/5,rotten,Tim Robey,0,Daily Telegraph (UK),"December 5, 2013"
42685,1602,"The well-worn platitudes and pained moralising are a bit much, but the music is tremendous.",3/5,fresh,Ken McIntyre,0,Total Film,"December 4, 2013"
42687,1602,"Despite the odd rip-roaring tune and some sturdy performances, this yuletide tale is as memorable as last year's sprouts.",2/5,rotten,James White,0,Empire Magazine,"December 1, 2013"
42689,1602,Familiar and worn holiday story saved by most excellent music. ,3/5,fresh,Gary Wolcott,0,Tri-City Herald,"November 29, 2013"
42696,1602,"A hybrid of Hallmark Hall of Fame and Glee, Lemmons' muddled adaptation is neither fish nor fowl, a filmmaking choice that denies Black Nativity much of its emotional potential.",1.5/5,rotten,Steve Davis,0,Austin Chronicle,"November 27, 2013"
42699,1602,"Black Nativity is ungainly in execution, yet still infused with enough passion and reverence for Hughes' original work to be more success than failure.",3/5,fresh,Sandy Schaefer,0,ScreenRant,"November 27, 2013"
42701,1602,"Writer/director Kasi Lemmons ... wants to use Hughes to reflect on the modern day black experience, and do without the need to make it palatable for white audiences. ",3/5,fresh,Matt Prigge,0,Metro,"November 27, 2013"
42704,1602,"Almost every beat of Langston's tale, with its absent father figures and heated gun-pointing melodrama, rings false-hardly a fitting contemporary complement to the Greatest Story Ever Told.",3/5,rotten,Keith Uhlich,1,Time Out,"November 27, 2013"
42721,1602,Loud and obnoxious.,2/5,rotten,Bill Gibron,0,Film Racket,"November 26, 2013"
42725,1602,"It doesn't matter that not all of the songs are memorable or that the performances are of varying success, the warm-hearted Black Nativity feels tailor-made to fit with the good tidings of the season.",3/5,fresh,Cary Darling,1,Fort Worth Star-Telegram/DFW.com,"November 26, 2013"
42732,1602,"The movie doesn't weave religion into the familiar structure of a comedy or melodrama. Instead, everything works in service to the sermon at the core.",2/5,rotten,Elizabeth Weitzman,1,New York Daily News,"November 26, 2013"
42749,1604,An animated elephant adventure with some peril.,4/5,fresh,Tracy Moore,0,Common Sense Media,"February 6, 2013"
42750,1606,This is easily Van Sant's most satisfying film of his recent youth alienation pictures.,4/5,fresh,Kaleem Aftab,0,The List,"November 3, 2018"
42758,1606,"It's breathtaking, heartbreaking, tragic, gorgeous, and true all at the same time.",4/5,fresh,Marc Savlov,0,Austin Chronicle,"October 18, 2008"
42759,1606,It's a movie worth seeing.,4/5,fresh,Jonathan Kiefer,0,Sacramento News &amp; Review,"August 7, 2008"
42764,1606,Van Sant's ... adoration of uncommunicative kids with limited vocabularies and awesome hair is beginning to wear a little thin.,2/5,rotten,Alonso Duralde,0,MSNBC,"May 1, 2008"
42770,1606,It felt like Van Sant was imagining a nonexistent depth in order to justify his own fascination with Alex and his companions.,2/5,rotten,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","April 9, 2008"
42771,1606,"The disaffected kids who shuffle through its universe have nothing to say, nothing to tell us. I'm not sure the movie has a whole lot more.",3/5,fresh,Rick Kisonak,0,Film Threat,"April 8, 2008"
42789,1606,"I embraced what Van Sant achieved with his earlier three films, I just can't feel quite that same enthusiasm for this one, even though it's an extremely well-made film.",3.5/5,fresh,Margaret Pomeranz,0,At the Movies (Australia),"March 19, 2008"
42793,1606,"The film is told in bursts of flashback, flash forward and even flash sideways all framed in a dream-world sense. The slow-motion theatrics of skater tricks are particularly beautiful and almost a flight from the reality of the cruel teen years.",3.5/5,fresh,Adam Fendelman,0,HollywoodChicago.com,"March 15, 2008"
42796,1606,"Youth and death meet again in Gus Van Sant's Paranoid Park, a gorgeously stark, mesmerizingly elliptical story told in the same lyrical-prosaic style that has characterized his latest films.",4/5,fresh,Carina Chocano,1,Los Angeles Times,"March 14, 2008"
42805,1606,"Beautiful and slow and never boring -- just a gentle, hazy sleepwalk through a time in life that never really feels fully settled or awake.",4.5/5,fresh,Matt Pais,0,Metromix.com,"March 13, 2008"
42813,1606,The one facet that separates Paranoid Park from the director's previous work is the way Van Sant uses all the talents in his arsenal to create something that few films have ever attempted to portray: the manic assemblage of teenage life.,5/5,fresh,Chris Cabin,0,Filmcritic.com,"March 6, 2008"
42815,1606,"Paranoid Park is a haunting, voluptuously beautiful portrait of a teenage boy who, after being suddenly caught in midflight, falls to earth.",4/5,fresh,Manohla Dargis,1,New York Times,"March 6, 2008"
42817,1606,Passes by in a haze of amateurish acting and skateboarding montages. Just one more wearisome representation of aimless teenage life.,2.5/5,rotten,Geoff Berkshire,0,Metromix.com,"March 6, 2008"
42824,1606,Good writing and editing serves the episodic tragedy concept with rather strong gripping power.,3.5/5,fresh,Jules Brenner,0,Cinema Signals,"January 25, 2008"
42825,1606,Van Sant manages to make a small elegy about adolescence out of a film which in other hands might have become a slightly grisly thriller.,3/5,fresh,Derek Malcolm,0,London Evening Standard,"December 28, 2007"
42826,1606,"Filming in his characteristically dreamy, dislocated fashion, Van Sant seems as interested in the innocently beautiful face of his young star as he is in the docu-style story-telling.",2/5,rotten,Anthony Quinn,0,Independent (UK),"December 28, 2007"
42829,1606,"The movie doesn't narrate what happened so much as immerse itself in Alex's numb state of alienation and denial, which I didn't find quite as rewarding as I guess I was supposed to.",3/5,fresh,Peter Bradshaw,0,Guardian,"December 28, 2007"
42830,1606,Dreary with a capital D.,2/5,rotten,David Edwards,0,Daily Mirror (UK),"December 28, 2007"
42831,1606,"A formally daring attempt to capture the rhythms of adolescence wrapped around a murder mystery, Paranoid Park continues Van Sant's fascination with American youth.",3.5/5,fresh,Jamie Russell,0,Film4,"December 28, 2007"
42832,1606,"A teenage art-flick, Paranoid Park proves the most fluent and coherent of Gus Van Sant's recent experiments. Part crime mystery, part coming-of-age story, it's positively overflowing with burnished imagery and adolescent turmoil.",4/5,fresh,Tom Charity,0,Total Film,"December 28, 2007"
42833,1606,"The story is fragmented into flashforwards and flashbacks as Alex's narration skirts around the traumatic event, but culminates in a low-key but meaningful realization of sorts for the quiet teen.",4/5,fresh,Rob Daniel,0,Sky Cinema,"December 28, 2007"
42835,1606,"Beautifully shot, superbly acted and thoroughly engaging, this is quite simply Gus Van Sant's masterpiece.",5/5,fresh,Matthew Turner,0,ViewLondon,"December 27, 2007"
42836,1606,"Van Sant's low-key, experimental high-school drama is an affecting rites-of-passage tale, told with bold style and quiet integrity.",4/5,fresh,Damon Wise,0,Empire Magazine,"December 26, 2007"
42837,1606,"Artily composed, highly subjective and light on plot - it's still a long way from the mainstream, but well-built suspense and an instinctive feel for teen and skate life keep things ticking over until the paranoia peters out.",3/5,fresh,Jonathan Trout,0,BBC.com,"December 25, 2007"
42839,1606,a bunch of confused skaters trapped in an existentialist Nouvelle Vague film,2/5,rotten,Marlow Stern,0,Manhattan Movie Magazine,"December 18, 2007"
42843,1606,A troubling and sad portrait of a teenager who refuses to take moral responsibility for his actions.,3/5,fresh,,0,Spirituality and Practice,"October 8, 2007"
42844,1606,"There's nothing going on beneath the artful surface, and the kid's dilemma generates yawns instead of heat.",1.5/5,rotten,Jurgen Fauth,0,About.com,"October 4, 2007"
42848,1606,"One of [Van Sant's] most razor-sharp films, with an involving plot, solidly realistic characters and exquisite cinematography.",5/5,fresh,Rich Cline,0,Shadows on the Wall,"August 30, 2007"
42850,1606,"Bears some similarities with Elephant. A similarly photogenic teen milieu is shot with fluid, graceful camerawork; a non-linear structure slots together like a puzzle to reveal the panicked mindset of a boy under agreat deal of stress.",4/5,fresh,Wendy Ide,0,Times (UK),"May 24, 2007"
42869,1608,"Competent, watchable remake that improves on the special effects and running time but loses the moral complexity and the character work of the original.",3/5,fresh,Matthew Turner,0,ViewLondon,"March 5, 2005"
42870,1608,"This new Phoenix makes too many mistakes, the biggest one being the mistake of confusing 'modernizing' with 'dumbing down.'",2/5,rotten,David Cornelius,0,eFilmCritic.com,"February 28, 2005"
42872,1608,"Frankly, it's painful to watch such a strong cast struggle so desperately to hold the film together while it falls apart around them",2/5,rotten,Rich Cline,0,Shadows on the Wall,"January 13, 2005"
42878,1608,"If you think sweltering UV rays, deadly sandstorms and dwindling water sources are bad, you haven't had to contend with Giovanni Ribisi's heinous new bleach blond hair",2/5,rotten,Mike Sage,0,Peterborough This Week,"December 27, 2004"
42882,1608,It's a serviceable adventure film that does the job in less time than the original film.,3/5,fresh,Daniel M. Kimmel,0,Worcester Telegram &amp; Gazette,"December 26, 2004"
42884,1608,Silly nonsense.,1/5,rotten,Lindy T. Shepherd,0,Orlando Weekly,"December 23, 2004"
42885,1608,"If there's one thing you can be sure of, modern remakes of older movies always have better crashes.",3/5,fresh,Anthony Del,0,Las Vegas Mercury,"December 23, 2004"
42894,1608,"Toy planes might fly at Christmas, but Flight of the Phoenix got stuck halfway down the chimney. Ho, Ho, No...",2/5,rotten,Elias Savada,0,Film Threat,"December 19, 2004"
42895,1608,John Moore's remake doesn't come close to upstaging its predecessor...and yet it doesn't exactly humiliate itself either.,3.5/5,fresh,Scott Weinberg,0,eFilmCritic.com,"December 19, 2004"
42899,1608,"Good with mechanics, bad with people, the film moves its one-dimensional characters around like stick figures in the service of a story whose outcome is hardly in doubt.",2/5,rotten,Mark Keizer,0,Boxoffice Magazine,"December 17, 2004"
42900,1608,"A phoenix may rise from the ashes, but the movie just crashes and burns.",2.5/5,rotten,Cherryl Dawson,0,TheMovieChicks.com,"December 17, 2004"
42902,1608,"The first-act crash is admittedly spectacular and the ending adequately suspenseful, but what comes between is disappointingly routine and completely lacks the kind character complexity that made the original a thrill every step of the way.",2/5,rotten,Ken Fox,0,TV Guide,"December 17, 2004"
42903,1608,"This time out, there's not much out there to look at besides sand, and even it doesn't look real.",2/5,rotten,Geoff Pevere,1,Toronto Star,"December 17, 2004"
42909,1608,"The new Phoenix lacks the tension, the grim, sado-masochistic Darwinism of the original or the agonizing nuts-and-bolts of the ordeal.",2/5,rotten,Roger Moore,1,Orlando Sentinel,"December 17, 2004"
42913,1608,A serviceable adventure outing.,2.5/5,fresh,Robert W. Butler,0,Kansas City Star,"December 17, 2004"
42914,1608,A routine remake of a superior film from an earlier era always prompts the question: Why bother?,2.5/5,rotten,Bruce Kirkland,0,Jam! Movies,"December 17, 2004"
42927,1608,This adventure drama about a group trying to survive in the Gobi desert is filled with nothing but hot air.,2/5,rotten,,0,Spirituality and Practice,"December 17, 2004"
42930,1608,Talk about your pointless remakes.,2.5/5,rotten,Josh Bell,0,Las Vegas Weekly,"December 17, 2004"
42935,1608,A worthy remake.,4/5,fresh,Kevin Thomas,1,Los Angeles Times,"December 16, 2004"
42938,1608,A moth-eaten stranded-in- the-desert yarn so manipulative that the involuntary jolts of adrenaline it produces make you feel like a fool.,1/5,rotten,Stephen Holden,1,New York Times,"December 16, 2004"
42948,1608,"Cheap and half-assed, but not a completely torturous experience.",2.5/5,rotten,Joshua Tyler,0,CinemaBlend,"December 16, 2004"
42954,1608,Book a one-way flight on the original Phoenix instead.,2/5,rotten,David Levine,0,Filmcritic.com,"December 15, 2004"
42971,1610,"Moving, often hilarious examination of masculine frustration with a sharply observed script and impressive performances from its cast.",4/5,fresh,Matthew Turner,0,ViewLondon,"May 26, 2005"
42972,1610,Another staggeringly strong performance by Javier Bardem.,3/5,fresh,Rich Cline,0,Shadows on the Wall,"February 26, 2005"
42979,1610,A timely little slice of desolation.,3.5/5,fresh,Steve Schneider,0,Orlando Weekly,"September 20, 2003"
42980,1610,"In these days of cutbacks and belt-tightening, its story has a strong resonance.",3/5,fresh,Jay Boyar,1,Orlando Sentinel,"September 20, 2003"
42991,1610,"Bardem proves once again, as he has in movies' past that he is one of the most talented actors that can be called upon time and time again in the Spanish film world...",3/5,fresh,Rory L. Aronsky,0,Film Threat,"August 19, 2003"
43012,1610,Often bitterly funny.,3.5/5,fresh,Ken Fox,0,TV Guide,"July 25, 2003"
43026,1610,The popcorn out in the lobby would seem a more compelling attraction,3/5,rotten,Jules Brenner,0,Filmcritic.com,"July 6, 2003"
43027,1610,"It's a bit of a challenge to watch, but Javier Bardem fans will want to check it out.",3/5,rotten,Cherryl Dawson,0,TheMovieChicks.com,"May 14, 2003"
43028,1610,"This slow, episodic film is held together by the galvanic presence of Javier Bardem.",3.5/5,fresh,,1,New York Times,"March 27, 2003"
43031,1610,"Throughout, Bardem ... is a potent presence.",3/5,fresh,Annlee Ellingson,0,Boxoffice Magazine,"March 10, 2003"
43037,1611,"Fluffy, fun and all-round charming stuff.",3/5,fresh,Joanne Soh,0,The New Paper (Singapore),"September 20, 2017"
43038,1611,A Royal Night Out goes the zany romantic-comedy route in its fictional depiction of two British princesses partying with commoners at the end of World War II.,3/5,fresh,Roxana Hadadi,0,Chesapeake Family Magazine,"August 2, 2016"
43041,1611,"Almost an unofficial sequel to The King's Speech, but at least this one has a sense of humor. [Full review in Spanish]",3.5/5,fresh,Yago Garc,0,,"May 17, 2016"
43043,1611,"Light, frothy, and ever-so-British fun.",3/5,fresh,Francesca Rudkin,0,New Zealand Herald,"April 27, 2016"
43044,1611,Essentially a dusk-till-dawn party film with a paper-thin plot and an open invitation to the audience to exult along.,2.5/5,rotten,Edmund Lee,0,South China Morning Post,"April 2, 2016"
43046,1611,"Calculatedly audience-pleasing, there's nevertheless plenty here to enjoy for forgiving punters, especially Gadon's lovely performance.",3/5,fresh,Rip It Up,0,Rip It Up,"December 21, 2015"
43047,1611,"In the end, it's difficult to reconcile the young Elizabeth depicted here with the monarch whose reign spans the longest in British history. The two just don't match up.",2/5,rotten,Steve Davis,0,Austin Chronicle,"December 10, 2015"
43050,1611,"Comic fairy tale romp has drinking, sexual situations.",3/5,fresh,Renee Schonfeld,0,Common Sense Media,"December 8, 2015"
43055,1611,A mildly entertaining comedy about the adventures of two English princesses on the evening of V-E Day.,3/5,fresh,,0,Spirituality and Practice,"December 4, 2015"
43064,1611,"There isn't much plot here; just an impressive amount of street partying, all the more impressive for recreating period, with swarms upon swarms of reveling extras, on the cheap. ",3/5,fresh,Matt Prigge,0,Metro,"December 3, 2015"
43066,1611,"These imagined adventures are implausible, but they give the director an opportunity to paint an amusing slice of London life during a historic moment overflowing with both joy and sorrow.",3.5/5,fresh,Kerry Lengel,1,Arizona Republic,"December 3, 2015"
43067,1611,"The silly fun and the rudimentary personal reflection come off as equally superficial, and end up equally forgettable.",2.5/5,rotten,Josh Bell,0,Las Vegas Weekly,"December 3, 2015"
43068,1611,THIS sumptuous tale about partying princesses is big on glamour but short on story.,2/5,rotten,Alex Zane,0,The Sun (UK),"December 2, 2015"
43069,1611,"Chances are nothing like this happened at all, but imagining that it did turns out to be quite a lot of fun.",3/5,fresh,Travis Hopson,0,Examiner.com,"December 2, 2015"
43072,1611,"A specious ""inspired by a true story"" slice of Royalist claptrap.",1/5,rotten,Alistair Harkness,0,Scotsman,"November 9, 2015"
43073,1611,"For a story that could so easily have got it wrong, A Royal Night Out seems to hit the right notes time and again. Bright, breezy and charming to the last, there's not an ounce of cynicism here.",4/5,fresh,James Mottram,0,The National (UAE),"July 23, 2015"
43074,1611,"The picture is dragged down by shallow staging, hugely broad characterisation and some unevenly matched struggles between actor and accent.",2/5,rotten,Donald Clarke,0,Irish Times,"May 29, 2015"
43075,1611,"Any film whose biggest concern is, ""Did the future Queen of England kiss a bloke that night?"" is obviously not for everyone. But if the war, the royals, or period frocks are your game, this could be the right sweet confection for you.",3/5,fresh,CJ Johnson,0,ABC Radio (Australia),"May 25, 2015"
43076,1611,"Taking a cue from The King's Speech, A Royal Night Out fashions diverting entertainment from a footnote from royal history. ",3/5,fresh,Jason Best,0,Movie Talk,"May 23, 2015"
43078,1611,"A prettily decorated, politely outrageous piece of cinematic confectionary, a carefully balanced, souffle-light slice of historical fiction that has a great deal of fun playing with the truth by dropping two real-life princesses into a teen romp.",3/5,fresh,Jim Schembri,0,3AW,"May 17, 2015"
43079,1611,"The whole thing is as fake and fragile as a cheap commemorative mug, but there's ripe fun to be had in its tickety-boo trashiness.",3/5,fresh,Mark Kermode,0,Observer (UK),"May 17, 2015"
43081,1611,A Royal waste.,2/5,rotten,Sophie Monks,0,Little White Lies,"May 15, 2015"
43083,1611,"So light it's near flyaway, but grounded by canny casting and heartfelt performances, A Royal Night Out is a sugary shot of pure fantasy.",3/5,fresh,Emma Simmonds,0,Radio Times,"May 14, 2015"
43084,1611,It's a lot of fun -- or to borrow from one of the royally connected writers who have reviewed the movie in the British press -- a bit of 'entertaining twaddle.',3/5,fresh,Paul Byrnes,0,Sydney Morning Herald,"May 14, 2015"
43085,1611,"A Royal Night Out is a right royal mess, despite Buckingham Palace being staffed by some fine actors.",2/5,rotten,Kate Muir,0,Times (UK),"May 14, 2015"
43086,1611,"This is a poignant and entertaining affair, with enough of a satirical edge not just to seem like an exercise in cosy British nostalgia.",4/5,fresh,Geoffrey Macnab,0,Independent (UK),"May 14, 2015"
43087,1611,"Funny, fascinating and entirely heart-warming. Spoil your Mum. Spoil yourself.",4/5,fresh,Giles Hardie,0,Flicks.co.nz,"May 14, 2015"
